Geometry X Y;Geometry;N_SQ_AD;N_VOIE;C_SUF1;C_SUF2;C_SUF3;C_AR;A_NVOIE;B_ANGLE;B_OFFSTDF;B_AFFSTDF;B_HORS75;L_NVOIE;L_ADR;N_SQ_AR;N_SQ_VO;OBJECTID
48.8694766777, 2.33655626212;"{""type"": ""Point"", ""coordinates"": [2.336556262122483, 48.869476677670086]}";750005393;17;;;;2;164.19999695;O;O;;N;17;17 RUE DU QUATRE SEPTEMBRE;750000002;750005669;33315
48.8707874062, 2.3420116815;"{""type"": ""Point"", ""coordinates"": [2.342011681503833, 48.87078740624374]}";750005914;28;;;;2;260.83999634;O;O;;N;28;28 GAL SAINT-MARC;750000002;750006616;75760
48.8687121037, 2.33584102205;"{""type"": ""Point"", ""coordinates"": [2.335841022045882, 48.86871210374143]}";750003745;85;;;;2;71.709999;N;O;;N;85;85 PAS CHOISEUL;750000002;750005911;93469
48.8690751235, 2.33853012666;"{""type"": ""Point"", ""coordinates"": [2.338530126656723, 48.86907512352758]}";750005518;77;b;;;2;71.61000061;O;O;;N;77b;77b RUE DE RICHELIEU;750000002;750005602;76749
48.866098365, 2.33367131501;"{""type"": ""Point"", ""coordinates"": [2.33367131501026, 48.86609836502056]}";750001839;27;;;;1;64.11000061;O;O;;N;27;27 RUE DES PYRAMIDES;750000001;750005629;119317
48.8667756952, 2.33699915781;"{""type"": ""Point"", ""coordinates"": [2.336999157813933, 48.8667756951757]}";750005217;18;;;;2;340.52999878;N;O;;N;18;18 RUE DES PETITS CHAMPS;750000002;750005659;119331
48.8659389731, 2.34187052392;"{""type"": ""Point"", ""coordinates"": [2.341870523916391, 48.865938973062285]}";750003135;2;;;;2;209.97999573;O;O;;N;2;2 RUE D'ABOUKIR;750000002;750006088;56911
48.8682758276, 2.34189147223;"{""type"": ""Point"", ""coordinates"": [2.341891472225707, 48.868275827578834]}";750004984;32;;;;2;254.92999268;O;O;;N;32;32 RUE NOTRE-DAME DES VICTOIRES;750000002;750005703;56912
48.8669874228, 2.34375075924;"{""type"": ""Point"", ""coordinates"": [2.3437507592382802, 48.86698742280548]}";750004516;37;;;;2;82.41000366;O;O;;N;37;37 RUE DU LOUVRE;750000002;750005478;57238
48.8645309709, 2.33682403446;"{""type"": ""Point"", ""coordinates"": [2.336824034462778, 48.86453097090394]}";750001448;14;;;;1;72.63999939;N;O;;N;14;14 GAL DE MONTPENSIER;750000001;750005648;57402
48.8707899416, 2.3416464776;"{""type"": ""Point"", ""coordinates"": [2.341646477597418, 48.87078994156807]}";750005088;21;;;;2;258.75;N;O;;N;21;21 PAS DES PANORAMAS;750000002;750005751;53444
48.8617355607, 2.33877043612;"{""type"": ""Point"", ""coordinates"": [2.338770436117118, 48.861735560691656]}";750002065;164;;;;1;333.8500061;O;O;;N;164;164 RUE DE RIVOLI;750000001;750005604;55821
48.8685725933, 2.34250442811;"{""type"": ""Point"", ""coordinates"": [2.342504428113005, 48.86857259331135]}";750004431;8;;;;2;5.900000099999999;N;O;;N;8;8 RUE LEON CLADEL;750000002;750005730;55853
48.8710780694, 2.33899163762;"{""type"": ""Point"", ""coordinates"": [2.338991637619162, 48.871078069396575]}";750003218;4;;;;2;342.73999023;N;O;;N;4;4 RUE D'AMBOISE;750000002;750006009;56050
48.8689315976, 2.33905208856;"{""type"": ""Point"", ""coordinates"": [2.339052088559057, 48.86893159764853]}";750004156;2;;;;2;358.72000122;O;O;;N;2;2 RUE DES FILLES SAINT-THOMAS;750000002;750005845;56115
48.8701104475, 2.34084582577;"{""type"": ""Point"", ""coordinates"": [2.340845825768413, 48.87011044750968]}";750006365;26;;;;2;250.25;O;O;;N;26;26 RUE VIVIENNE;750000002;750006607;56150
48.8621266135, 2.34128270903;"{""type"": ""Point"", ""coordinates"": [2.341282709027923, 48.86212661345246]}";750001130;7;;;;1;71.16000366;N;O;;N;7;7 RUE DU LOUVRE;750000001;750005478;56294
48.8677465278, 2.33510649545;"{""type"": ""Point"", ""coordinates"": [2.335106495450111, 48.867746527764695]}";750003948;7;;;;2;70.12999725;N;O;;N;7;7 RUE DALAYRAC;750000002;750005894;56295
48.8655574183, 2.33382280228;"{""type"": ""Point"", ""coordinates"": [2.333822802283835, 48.86555741834645]}";750000107;16;;;;1;293.20999146;N;O;;N;16;16 RUE D'ARGENTEUIL;750000001;750005960;45175
48.867621009, 2.33528993638;"{""type"": ""Point"", ""coordinates"": [2.3352899363771042, 48.86762100900628]}";750003714;23;;;;2;74.37999725;N;O;;N;23;23 PAS CHOISEUL;750000002;750005911;45479
48.8674666022, 2.3351548569;"{""type"": ""Point"", ""coordinates"": [2.3351548569002762, 48.86746660223888]}";750003959;10;;;;2;252.03999329;N;O;;N;10;10 RUE DALAYRAC;750000002;750005894;44651
48.8648960483, 2.34166134391;"{""type"": ""Point"", ""coordinates"": [2.34166134390587, 48.86489604834596]}";750000858;12;;;;1;216.47000122;N;O;;N;12;12 RUE HEROLD;750000001;750005832;44682
48.8651008711, 2.34313944583;"{""type"": ""Point"", ""coordinates"": [2.343139445825026, 48.865100871067746]}";750001159;52;;;;1;251.16999817;O;O;;N;52;52 RUE DU LOUVRE;750000001;750005478;17129
48.870226659, 2.33374296036;"{""type"": ""Point"", ""coordinates"": [2.3337429603625, 48.8702266589564]}";750004479;21;;;;2;58.5;O;O;;N;21;21 RUE LOUIS LE GRAND;750000002;750005775;17178
48.8714682764, 2.3413857562;"{""type"": ""Point"", ""coordinates"": [2.3413857561963383, 48.871468276390395]}";750006337;53;;;;2;70.20999908;O;O;;N;53;53 RUE VIVIENNE;750000002;750006607;31420
48.8688213354, 2.33915826041;"{""type"": ""Point"", ""coordinates"": [2.339158260412299, 48.86882133544157]}";750004153;7;;;;2;178.91999817;N;O;;N;7;7 RUE DES FILLES SAINT-THOMAS;750000002;750005845;31741
48.8662144818, 2.33743978783;"{""type"": ""Point"", ""coordinates"": [2.337439787828238, 48.86621448183802]}";750001529;45;;;;1;71.45999908;N;O;;N;45;45 RUE DE MONTPENSIER;750000001;750005684;31847
48.8697753625, 2.33672581099;"{""type"": ""Point"", ""coordinates"": [2.336725810986701, 48.86977536251584]}";750152060;7;;;;2;85.87999725;O;O;;N;7;7 RUE DE GRAMONT;750000002;750005807;40304
48.8669507329, 2.33991347638;"{""type"": ""Point"", ""coordinates"": [2.339913476382073, 48.86695073291363]}";750006315;44;;;;2;251.19000244;N;O;;N;44;44 GAL VIVIENNE;750000002;750005502;148129
48.87066837, 2.34161156903;"{""type"": ""Point"", ""coordinates"": [2.3416115690301442, 48.87066837004157]}";750005090;25;;;;2;259.98001099;N;O;;N;25;25 PAS DES PANORAMAS;750000002;750005751;148154
48.8661159287, 2.34015019534;"{""type"": ""Point"", ""coordinates"": [2.340150195339711, 48.86611592866248]}";750005234;2;;;;2;189.3999939;O;O;;N;2;2 RUE DES PETITS PERES;750000002;750005661;148237
48.8660964745, 2.33891886726;"{""type"": ""Point"", ""coordinates"": [2.3389188672593813, 48.86609647454586]}";750000169;8;;;;1;340.76998901;N;O;;N;8;8 RUE DE BEAUJOLAIS;750000001;750006029;147052
48.8670362776, 2.34335669131;"{""type"": ""Point"", ""coordinates"": [2.343356691313253, 48.86703627762191]}";750004598;28;;;;2;211.36000061;N;O;;N;28;28 RUE DU MAIL;750000002;750005784;147365
48.8665015635, 2.33959946124;"{""type"": ""Point"", ""coordinates"": [2.339599461238467, 48.86650156346886]}";750006272;17;;;;2;69.51000214;N;O;;N;17;17 GAL VIVIENNE;750000002;750005502;147748
48.866608348, 2.34032287592;"{""type"": ""Point"", ""coordinates"": [2.340322875922809, 48.866608347981305]}";750003304;6;;;;2;250.33000183;O;O;;N;6;6 RUE DE LA BANQUE;750000002;750006012;149208
48.8680261677, 2.33880694707;"{""type"": ""Point"", ""coordinates"": [2.338806947065646, 48.86802616766891]}";750163957;3;;;;2;161.17999268;N;O;;N;3;3 RUE COLBERT;750000002;750005838;149373
48.8713958654, 2.34182334587;"{""type"": ""Point"", ""coordinates"": [2.341823345865144, 48.87139586544846]}";750005079;3;;;;2;259.42999268;O;O;;N;3;3 PAS DES PANORAMAS;750000002;750005751;149438
48.870070868, 2.34247039191;"{""type"": ""Point"", ""coordinates"": [2.342470391912825, 48.87007086798633]}";750004958;27;;;;2;73.73999786;O;O;;N;27;27 RUE NOTRE-DAME DES VICTOIRES;750000002;750005703;149646
48.8674418154, 2.3440498895;"{""type"": ""Point"", ""coordinates"": [2.344049889503979, 48.867441815390315]}";750004811;106;;;;2;286.20001221;O;O;;N;106;106 RUE MONTMARTRE;750000002;750005645;136612
48.8669859555, 2.33657277714;"{""type"": ""Point"", ""coordinates"": [2.336572777138613, 48.866985955463235]}";750003673;1;;;;2;70.69999695;O;O;;N;1;1 RUE CHABANAIS;750000002;750006001;137311
48.8638831071, 2.33445920801;"{""type"": ""Point"", ""coordinates"": [2.334459208012884, 48.863883107137205]}";750157495;4;b;;;1;242.74000549;O;O;;N;4b;4b RUE DE L'ECHELLE;750000001;750005873;143816
48.8688277389, 2.33472467482;"{""type"": ""Point"", ""coordinates"": [2.334724674818895, 48.868827738862265]}";750005574;33;;;;2;179.96000671;N;O;;N;33;33 RUE SAINT-AUGUSTIN;750000002;750005572;137530
48.8657978961, 2.33898342521;"{""type"": ""Point"", ""coordinates"": [2.338983425209038, 48.86579789608884]}";750002800;109;;;;1;247.91000366;N;O;;N;109;109 GAL DE VALOIS;750000001;750005513;137729
48.8619514499, 2.34042067152;"{""type"": ""Point"", ""coordinates"": [2.340420671522808, 48.861951449876514]}";750002511;148;;;;1;338.970001;N;O;;N;148;148 RUE SAINT-HONORE;750000001;750005584;131623
48.8674204763, 2.33680355;"{""type"": ""Point"", ""coordinates"": [2.336803549997692, 48.8674204763159]}";750003676;7;;;;2;70.720001;N;O;;N;7;7 RUE CHABANAIS;750000002;750006001;138492
48.8655074999, 2.33907651055;"{""type"": ""Point"", ""coordinates"": [2.339076510545029, 48.86550749991717]}";750002922;40;;;;1;249.66000366;N;O;;N;40;40 RUE DE VALOIS;750000001;750005517;130960
48.8649874329, 2.34184878524;"{""type"": ""Point"", ""coordinates"": [2.341848785235697, 48.864987432898985]}";750000859;14;;;;1;216.47000122;N;O;;N;14;14 RUE HEROLD;750000001;750005832;131367
48.8701373927, 2.33676884528;"{""type"": ""Point"", ""coordinates"": [2.336768845278298, 48.87013739268947]}";750152063;13;;;;2;85.349998;N;O;;N;13;13 RUE DE GRAMONT;750000002;750005807;131427
48.8662137236, 2.33769877397;"{""type"": ""Point"", ""coordinates"": [2.337698773966194, 48.86621372356953]}";750001479;76;;;;1;71.11000061;N;O;;N;76;76 GAL DE MONTPENSIER;750000001;750005648;45845
48.8675692928, 2.34132461655;"{""type"": ""Point"", ""coordinates"": [2.341324616553132, 48.86756929277411]}";750005133;25;;;;2;165.97000122;O;O;;N;25;25 RUE PAUL LELONG;750000002;750005677;41783
48.8663419286, 2.33385053151;"{""type"": ""Point"", ""coordinates"": [2.333850531513692, 48.86634192861663]}";750157501;31;;;;1;64.18000031;O;O;;N;31;31 RUE DES PYRAMIDES;750000001;750005629;42483
48.8710597143, 2.33861596058;"{""type"": ""Point"", ""coordinates"": [2.338615960582063, 48.87105971431454]}";750003215;7;;;;2;162.83000183;N;O;;N;7;7 RUE D'AMBOISE;750000002;750006009;59520
48.8662438653, 2.33620011605;"{""type"": ""Point"", ""coordinates"": [2.336200116048313, 48.86624386534073]}";750003042;7;;;;1;139.69000244;N;O;;N;7;7 RUE VILLEDO;750000001;750005498;67924
48.8655009741, 2.33658424032;"{""type"": ""Point"", ""coordinates"": [2.336584240317139, 48.86550097407014]}";750001296;28;;;;1;228.30999756;O;O;;N;28;28 RUE MOLIERE;750000001;750005634;59694
48.8707709111, 2.33734364046;"{""type"": ""Point"", ""coordinates"": [2.337343640455301, 48.870770911117184]}";750004641;5;;;;2;74.62999725;N;O;;N;5;5 RUE DE MARIVAUX;750000002;750005713;119419
48.8619092107, 2.33953382742;"{""type"": ""Point"", ""coordinates"": [2.3395338274186512, 48.86190921067653]}";750001235;6;;;;1;252.97000122;O;O;;N;6;6 RUE DE MARENGO;750000001;750005791;119449
48.8653803817, 2.3366200896;"{""type"": ""Point"", ""coordinates"": [2.336620089596289, 48.865380381691075]}";750001938;35;;;;1;70.44000244;N;O;;N;35;35 RUE DE RICHELIEU;750000001;750005602;93007
48.8619134232, 2.34057040524;"{""type"": ""Point"", ""coordinates"": [2.340570405239976, 48.8619134232002]}";750002508;142;;;;1;338.899994;N;O;;N;142;142 RUE SAINT-HONORE;750000001;750005584;93122
48.8653895644, 2.34117747534;"{""type"": ""Point"", ""coordinates"": [2.341177475342825, 48.86538956441175]}";750003017;3;;;;1;171.66999817;O;O;;N;3;3 PL DES VICTOIRES;750000001;750005495;93180
48.8698609535, 2.34257497955;"{""type"": ""Point"", ""coordinates"": [2.34257497954592, 48.86986095346954]}";750012722;52;b;;;2;252.3500061;N;O;;N;52b;52b RUE NOTRE-DAME DES VICTOIRES;750000002;750005703;68474
48.8666792122, 2.33695703748;"{""type"": ""Point"", ""coordinates"": [2.336957037476466, 48.86667921220744]}";750001721;29;;;;1;160.600006;N;O;;N;29;29 RUE DES PETITS CHAMPS;750000001;750005659;68502
48.8651630355, 2.33613812805;"{""type"": ""Point"", ""coordinates"": [2.336138128050066, 48.86516303548824]}";750001291;18;;;;1;229.889999;N;O;;N;18;18 RUE MOLIERE;750000001;750005634;68900
48.8657882048, 2.3392270873;"{""type"": ""Point"", ""coordinates"": [2.339227087304, 48.86578820483115]}";750002925;46;;;;1;249.66000366;N;O;;N;46;46 RUE DE VALOIS;750000001;750005517;69130
48.867312397, 2.3441079398;"{""type"": ""Point"", ""coordinates"": [2.344107939799463, 48.86731239697179]}";750004826;104;;;;2;286.27999878;O;O;;N;104;104 RUE MONTMARTRE;750000002;750005645;76387
48.8645963214, 2.33621040584;"{""type"": ""Point"", ""coordinates"": [2.336210405842158, 48.86459632140772]}";750001931;21;;;;1;71.22000122;N;O;;N;21;21 RUE DE RICHELIEU;750000001;750005602;69291
48.8698637868, 2.33587173494;"{""type"": ""Point"", ""coordinates"": [2.335871734939997, 48.869863786791505]}";750157512;13;;;;2;88.90000153;O;O;;N;13;13 RUE DE CHOISEUL;750000002;750005912;119201
48.863588367, 2.33863977574;"{""type"": ""Point"", ""coordinates"": [2.33863977574154, 48.863588366973815]}";750000239;17;;;;1;69.18000031;O;O;;N;17;17 RUE DES BONS ENFANTS;750000001;750005945;47325
48.8625526206, 2.34182093454;"{""type"": ""Point"", ""coordinates"": [2.341820934539703, 48.862552620616825]}";750001153;38;b;;;1;251.21000671;O;O;;N;38b;38b RUE DU LOUVRE;750000001;750005478;60825
48.8641400133, 2.34159218137;"{""type"": ""Point"", ""coordinates"": [2.341592181369692, 48.86414001330313]}";750000465;29;;;;1;146.44000244;O;O;;N;29;29 RUE COQUILLIERE;750000001;750005879;61199
48.8695364662, 2.33747463352;"{""type"": ""Point"", ""coordinates"": [2.337474633521437, 48.86953646616446]}";750005417;12;;;;2;355.55999756;O;O;;N;12;12 RUE DU QUATRE SEPTEMBRE;750000002;750005669;61200
48.871637386, 2.33921261198;"{""type"": ""Point"", ""coordinates"": [2.33921261198334, 48.87163738597722]}";750141859;3;;;;2;274.88000488;N;O;;N;3;3 PAS DES PRINCES;750000002;750005624;61653
48.8643310731, 2.34215217433;"{""type"": ""Point"", ""coordinates"": [2.342152174330347, 48.86433107312765]}";750000461;5;;;;1;37.22000122;N;O;;N;5;5 RUE COQ HERON;750000001;750005878;57762
48.8648307433, 2.33697980213;"{""type"": ""Point"", ""coordinates"": [2.336979802129638, 48.86483074329535]}";750001415;25;;;;1;71.22000122;N;O;;N;25;25 GAL DE MONTPENSIER;750000001;750005648;58145
48.8676574435, 2.34271528478;"{""type"": ""Point"", ""coordinates"": [2.342715284776864, 48.86765744350831]}";750005140;9;;;;2;186.86000061;N;O;;N;9;9 RUE PAUL LELONG;750000002;750005677;58471
48.8647144819, 2.34063780357;"{""type"": ""Point"", ""coordinates"": [2.34063780357109, 48.86471448194648]}";750000500;46;;;;1;324.54000854;O;O;;N;46;46 RUE COQUILLIERE;750000001;750005879;58571
48.870823844, 2.33940072656;"{""type"": ""Point"", ""coordinates"": [2.339400726557991, 48.87082384395752]}";750005526;93;;;;2;72.23999786;O;O;;N;93;93 RUE DE RICHELIEU;750000002;750005602;61918
48.8657975324, 2.34171798187;"{""type"": ""Point"", ""coordinates"": [2.341717981870973, 48.86579753241234]}";750006249;9;;;;2;277.79998779;O;O;;N;9;9 PL DES VICTOIRES;750000002;750005495;49803
48.8670996576, 2.33974514163;"{""type"": ""Point"", ""coordinates"": [2.339745141629272, 48.86709965758278]}";750006322;58;;;;2;341.17999268;N;O;;N;58;58 GAL VIVIENNE;750000002;750005502;49870
48.8675508398, 2.34172032933;"{""type"": ""Point"", ""coordinates"": [2.341720329332618, 48.86755083979708]}";750005146;21;;;;2;187.07000732;O;O;;N;21;21 RUE PAUL LELONG;750000002;750005677;49974
48.8684691423, 2.34174217318;"{""type"": ""Point"", ""coordinates"": [2.341742173177907, 48.86846914226289]}";750003435;1;;;;2;162.61999512;O;O;;N;1;1 PL DE LA BOURSE;750000002;750005955;51350
48.8666506599, 2.34202766392;"{""type"": ""Point"", ""coordinates"": [2.34202766392046, 48.866650659870245]}";750004573;11;;;;2;30.10000038;N;O;;N;11;11 RUE DU MAIL;750000002;750005784;45322
48.8681966587, 2.34099351087;"{""type"": ""Point"", ""coordinates"": [2.340993510868822, 48.86819665865809]}";750003296;19;;;;2;70.33000183;N;O;;N;19;19 RUE DE LA BANQUE;750000002;750006012;45350
48.8691085737, 2.3342153019;"{""type"": ""Point"", ""coordinates"": [2.334215301904791, 48.869108573665336]}";750005355;2;;;;2;278.44000244;O;O;;N;2;2 RUE DE PORT-MAHON;750000002;750005620;45480
48.8681700982, 2.33465987479;"{""type"": ""Point"", ""coordinates"": [2.334659874794788, 48.86817009820873]}";750004656;13;;;;2;70.01000214;N;O;;N;13;13 RUE MARSOLLIER;750000002;750005714;45517
48.8712803998, 2.34178993532;"{""type"": ""Point"", ""coordinates"": [2.341789935317632, 48.87128039980907]}";750005081;7;;;;2;259.20001221;N;O;;N;7;7 PAS DES PANORAMAS;750000002;750005751;45691
48.8706066607, 2.33682462634;"{""type"": ""Point"", ""coordinates"": [2.336824626343241, 48.87060666065753]}";750152067;21;;;;2;85.5;N;O;;N;21;21 RUE DE GRAMONT;750000002;750005807;47459
48.8647260138, 2.33692692954;"{""type"": ""Point"", ""coordinates"": [2.336926929538397, 48.86472601382454]}";750001413;21;;;;1;72.63999939;N;O;;N;21;21 GAL DE MONTPENSIER;750000001;750005648;47601
48.867956993, 2.33623972791;"{""type"": ""Point"", ""coordinates"": [2.33623972791031, 48.867956992999076]}";750005789;61;;;;2;73.91999817;N;O;;N;61;61 RUE SAINTE-ANNE;750000002;750005530;52275
48.8661327812, 2.33876080626;"{""type"": ""Point"", ""coordinates"": [2.33876080625672, 48.86613278119684]}";750000171;12;;;;1;340.82000732;N;O;;N;12;12 RUE DE BEAUJOLAIS;750000001;750006029;52290
48.8656358755, 2.33510596253;"{""type"": ""Point"", ""coordinates"": [2.335105962532314, 48.86563587545061]}";750002271;5;;;;1;74.98999786;N;O;;N;5;5 RUE SAINTE-ANNE;750000001;750005530;52364
48.8640614147, 2.33658397946;"{""type"": ""Point"", ""coordinates"": [2.336583979456516, 48.86406141465012]}";750001502;230;;;;1;71.18000031;N;O;;N;230;230 PER DE MONTPENSIER;750000001;750005683;52867
48.8675955932, 2.34375737184;"{""type"": ""Point"", ""coordinates"": [2.343757371838705, 48.86759559319376]}";750004745;85;;;;2;105.05000305;N;O;;N;85;85 RUE MONTMARTRE;750000002;750005645;53062
48.8652339811, 2.34071034324;"{""type"": ""Point"", ""coordinates"": [2.340710343240409, 48.86523398106898]}";750000520;43;;;;1;58.99000168;O;O;;N;43;43 RUE CROIX DES PETITS CHAMPS;750000001;750005891;51733
48.8697380635, 2.34232116843;"{""type"": ""Point"", ""coordinates"": [2.342321168430821, 48.869738063501735]}";750004952;21;b;;;2;72.55999756;N;O;;N;21b;21b RUE NOTRE-DAME DES VICTOIRES;750000002;750005703;51970
48.8641164396, 2.33807295082;"{""type"": ""Point"", ""coordinates"": [2.338072950821931, 48.86411643955435]}";750002831;171;;;;1;251.05999756;N;O;;N;171;171 GAL DE VALOIS;750000001;750005513;43683
48.8686699253, 2.33547610674;"{""type"": ""Point"", ""coordinates"": [2.33547610673995, 48.8686699253222]}";750004693;8;;;;2;249.919998;N;O;;N;8;8 RUE MONSIGNY;750000002;750005639;75280
48.8670636506, 2.34421763493;"{""type"": ""Point"", ""coordinates"": [2.34421763493309, 48.86706365062106]}";750004821;94;;;;2;286.20001221;N;O;;N;94;94 RUE MONTMARTRE;750000002;750005645;75356
48.8675922595, 2.34398379969;"{""type"": ""Point"", ""coordinates"": [2.343983799693218, 48.86759225951089]}";750004813;110;;;;2;286.20999146;N;O;;N;110;110 RUE MONTMARTRE;750000002;750005645;75456
48.8666550557, 2.33977033455;"{""type"": ""Point"", ""coordinates"": [2.339770334545116, 48.866655055659905]}";750006306;26;;;;2;251.19000244;N;O;;N;26;26 GAL VIVIENNE;750000002;750005502;68340
48.8712254491, 2.33946413579;"{""type"": ""Point"", ""coordinates"": [2.339464135786492, 48.87122544911821]}";750005381;22;;;;2;160.86999512;N;O;;N;22;22 PAS DES PRINCES;750000002;750005624;118215
48.867715733, 2.34241376767;"{""type"": ""Point"", ""coordinates"": [2.34241376767255, 48.86771573302027]}";750005153;10;;;;2;7.05999994;N;O;;N;10;10 RUE PAUL LELONG;750000002;750005677;118260
48.8659348544, 2.33859545694;"{""type"": ""Point"", ""coordinates"": [2.3385954569355, 48.86593485438334]}";750000142;97;;;;1;340.16000366;N;O;;N;97;97 GAL DE BEAUJOLAIS;750000001;750006026;118355
48.8656608745, 2.33891258051;"{""type"": ""Point"", ""coordinates"": [2.338912580509227, 48.865660874497436]}";750002841;114;;;;1;253.00999451;N;O;;N;114;114 GAL DE VALOIS;750000001;750005513;118635
48.8702258482, 2.33455412985;"{""type"": ""Point"", ""coordinates"": [2.334554129846536, 48.870225848228856]}";750004296;12;;;;2;1.8800000000000001;N;O;;N;12;12 RUE DE HANOVRE;750000002;750005824;118678
48.8714248375, 2.33905652647;"{""type"": ""Point"", ""coordinates"": [2.339056526470558, 48.8714248374957]}";750005366;13;;;;2;250.0;N;O;;N;13;13 PAS DES PRINCES;750000002;750005624;56696
48.8654733404, 2.3389052669;"{""type"": ""Point"", ""coordinates"": [2.338905266896763, 48.86547334042171]}";750002909;37;;;;1;70.44999695;N;O;;N;37;37 RUE DE VALOIS;750000001;750005517;54220
48.8707947113, 2.34157627395;"{""type"": ""Point"", ""coordinates"": [2.341576273950111, 48.87079471133193]}";750005095;43;;;;2;80.19000244;N;O;;N;43;43 PAS DES PANORAMAS;750000002;750005751;54222
48.8652322261, 2.33622639831;"{""type"": ""Point"", ""coordinates"": [2.336226398308153, 48.865232226097575]}";750001292;20;;;;1;229.94000244;N;O;;N;20;20 RUE MOLIERE;750000001;750005634;54084
48.8681417436, 2.33828838588;"{""type"": ""Point"", ""coordinates"": [2.338288385884238, 48.868141743579436]}";750163958;5;;;;2;161.36999512;O;O;;N;5;5 RUE COLBERT;750000002;750005838;55867
48.8654357373, 2.34292524173;"{""type"": ""Point"", ""coordinates"": [2.342925241725944, 48.86543573730534]}";750004070;46;;;;2;339.42001343;O;O;;N;46;46 RUE ETIENNE MARCEL;750000002;750005799;55924
48.8701580202, 2.34187011879;"{""type"": ""Point"", ""coordinates"": [2.341870118785326, 48.87015802016959]}";750004134;4;;;;2;12.23999977;N;O;;N;4;4 RUE FEYDEAU;750000002;750005841;56065
48.8706782278, 2.33837096578;"{""type"": ""Point"", ""coordinates"": [2.338370965781929, 48.87067822783555]}";750005919;37;;;;2;163.69000244;N;O;;N;37;37 RUE SAINT-MARC;750000002;750005589;56296
48.8700441977, 2.34107877559;"{""type"": ""Point"", ""coordinates"": [2.341078775586012, 48.87004419769835]}";750004140;16;;;;2;12.43000031;O;O;;N;16;16 RUE FEYDEAU;750000002;750005841;53758
48.8660629837, 2.3418500908;"{""type"": ""Point"", ""coordinates"": [2.341850090797239, 48.866062983734516]}";750003071;3;;;;2;29.87999916;N;O;;N;3;3 RUE D'ABOUKIR;750000002;750006088;57110
48.8628972914, 2.34007260029;"{""type"": ""Point"", ""coordinates"": [2.340072600289976, 48.86289729136655]}";750003003;26;;;;1;332.44000244;N;O;;N;26;26 GAL VERO-DODAT;750000001;750005489;57237
48.8666820512, 2.33978809702;"{""type"": ""Point"", ""coordinates"": [2.339788097017022, 48.86668205122802]}";750006307;28;;;;2;251.05999756;N;O;;N;28;28 GAL VIVIENNE;750000002;750005502;51088
48.8694331961, 2.34239915081;"{""type"": ""Point"", ""coordinates"": [2.342399150807242, 48.86943319608789]}";750004991;48;;;;2;253.36999512;N;O;;N;48;48 RUE NOTRE-DAME DES VICTOIRES;750000002;750005703;54775
48.8643593469, 2.33523668617;"{""type"": ""Point"", ""coordinates"": [2.3352366861692, 48.8643593468748]}";750001620;6;;;;1;285.91000366;O;O;;N;6;6 AV DE L'OPERA;750000001;750005929;54919
48.8693782943, 2.33566338459;"{""type"": ""Point"", ""coordinates"": [2.335663384592537, 48.869378294338716]}";750004681;17;;;;2;70.02999878;N;O;;N;17;17 RUE MONSIGNY;750000002;750005639;55010
48.8677407568, 2.33952271417;"{""type"": ""Point"", ""coordinates"": [2.339522714174755, 48.86774075682827]}";750006375;14;;;;2;250.16000366;N;O;;N;14;14 RUE VIVIENNE;750000002;750006607;55422
48.8629968534, 2.33398875962;"{""type"": ""Point"", ""coordinates"": [2.3339887596245132, 48.86299685338123]}";750012829;105;;;;1;154.17999268;N;O;;N;105;105 RUE DE RIVOLI;750000001;750005604;60595
48.8702801604, 2.33488811047;"{""type"": ""Point"", ""coordinates"": [2.334888110472835, 48.87028016044554]}";750004401;16;;;;2;270.63000488;O;O;;N;16;16 RUE DE LA MICHODIERE;750000002;750005723;54383
48.8683616, 2.34107929322;"{""type"": ""Point"", ""coordinates"": [2.341079293221325, 48.8683616000434]}";750003297;21;;;;2;70.33999634;N;O;;N;21;21 RUE DE LA BANQUE;750000002;750006012;54514
48.870440976, 2.33283223253;"{""type"": ""Point"", ""coordinates"": [2.332832232527083, 48.87044097604171]}";750005016;4;;;;2;285.85998535;O;O;;N;4;4 PL DE L'OPERA;750000002;750005930;79940
48.8679409769, 2.3363771602;"{""type"": ""Point"", ""coordinates"": [2.336377160197896, 48.867940976928054]}";750005807;56;;;;2;253.00999451;O;O;;N;56;56 RUE SAINTE-ANNE;750000002;750005530;96809
48.8648293401, 2.34125384092;"{""type"": ""Point"", ""coordinates"": [2.34125384092406, 48.86482934009672]}";750000842;7;;;;1;37.81999969;N;O;;N;7;7 RUE HEROLD;750000001;750005832;122962
48.8670371563, 2.33913740951;"{""type"": ""Point"", ""coordinates"": [2.339137409505098, 48.86703715632604]}";750006370;4;;;;2;250.13000488;N;O;;N;4;4 RUE VIVIENNE;750000002;750006607;122994
48.8633704904, 2.33808588286;"{""type"": ""Point"", ""coordinates"": [2.338085882856078, 48.86337049039353]}";750002880;1;;;;1;70.29000092;O;O;;N;1;1 PL DE VALOIS;750000001;750005516;123135
48.8710596101, 2.34116273789;"{""type"": ""Point"", ""coordinates"": [2.341162737891594, 48.87105961013543]}";750006335;49;;;;2;70.20999908;N;O;;N;49;49 RUE VIVIENNE;750000002;750006607;123872
